## Discrepancies between the AtomDB (v3.0.9) and SPEXACT (v3.0.5) CIE plasma models
##   (As supplementary material of Mernier, F., Werner, N., Lakhchaura, K. et al., 2019, Astron. Nachr.)
## -----
## 
## 
## Using the XMM-Newton EPIC (either MOS1,2 or pn) responses, single-temperature models were simulated with 'cie' (SPEX) over a grid of input temperatures and abundances, then refitted with 'vapec' (XSPEC).
## The tables below show the observed discrepancy for a given best-fit parameter at each input temperature and abundance value (see Mernier et al. 2019, Astron. Nachr. for more details).
## 
## First row: Input temperature
## First column: Input abundance (all tied to Fe)
## Other numbers: (param_vapec - param_cie) / param_cie     [in percent]
## 
## The layout is the same as in Fig. 1 of Mernier et al. (2019, Astron. Nachr.)
## 
## 
## For questions, please contact: francois.mernier@esa.int





########## XMM-Newton: EPIC MOS ##########
##########################################



##### kT #####

0.7		15.08	10.18	8.15	6.72	6.28	5.13	4.89	6.49	3.81	5.59	4.74	4.48	4.01	3.26	3.61	2.83	2.94	3.15	2.76	2.23	2.74	2.81	2.49	2.23	2.08	1.21	1.77	0.76	1.06	0.81	1.11	
0.6		14.97	10.12	8.11	6.69	6.25	5.10	4.81	6.42	3.77	5.33	4.63	4.13	3.79	2.98	3.32	2.65	2.71	2.93	2.57	2.07	2.57	2.64	2.34	2.12	1.98	1.16	1.72	0.78	1.09	0.91	1.14	
0.5		14.83	10.03	8.05	6.65	6.20	5.05	4.70	6.32	3.72	4.97	4.46	3.71	3.49	2.67	2.99	2.42	2.45	2.67	2.36	1.87	2.36	2.45	2.18	1.98	1.88	1.11	1.66	0.84	1.13	1.01	1.20	
0.4		14.59	9.91	7.97	6.58	6.13	4.99	4.54	6.18	3.65	4.48	4.23	3.20	3.11	2.31	2.61	2.15	2.15	2.37	2.12	1.66	2.13	2.23	1.99	1.83	1.76	1.06	1.61	0.88	1.16	1.13	1.26	
0.3		14.20	9.69	7.84	6.47	6.01	4.89	4.29	5.95	3.55	3.79	3.85	2.57	2.60	1.89	2.15	1.81	1.81	2.03	1.83	1.41	1.87	1.98	1.77	1.66	1.62	1.03	1.60	0.98	1.20	1.22	1.33	
0.2		13.38	9.24	7.56	6.26	5.77	4.71	3.77	5.51	3.34	2.78	3.16	1.82	1.92	1.41	1.61	1.40	1.41	1.63	1.49	1.13	1.57	1.70	1.54	1.48	1.49	0.98	1.53	1.05	1.25	1.33	1.39	




##### Fe #####

		0.5 	0.6 	0.7 	0.8 	0.9 	1.0 	1.1 	1.2 	1.3 	1.4 	1.6 	1.8 	2.0 	2.2 	2.4 	2.6 	2.8 	3.0 	3.2 	3.4 	3.6 	3.8 	4.0 	4.5 	5.0 	5.5 	6.0 	7.0 	8.0 	9.0 	10.0	

1.5		-5.35	-5.09	11.02	-0.22	20.11	3.48	-4.29	4.03	-15.51	-11.37	-12.27	-12.71	-11.34	-11.35	-10.0	-8.98	-8.56	-7.79	-6.88	-6.13	-6.01	-5.50	-5.20	-4.50	-3.94	-3.78	-2.95	-3.08	-2.43	-2.72	-2.02	
1.4		-4.83	-5.16	10.53	-0.42	18.74	3.10	-4.61	3.39	-15.26	-11.42	-12.22	-12.74	-11.48	-11.50	-10.21	-9.13	-8.72	-8.01	-7.06	-6.31	-6.01	-5.66	-5.36	-4.78	-4.03	-3.81	-3.15	-3.27	-2.64	-2.70	-1.99	
1.3		-4.05	-4.37	8.35	-0.65	17.11	3.00	-4.44	3.05	-15.08	-11.59	-12.31	-13.04	-11.63	-11.68	-10.51	-9.23	-8.82	-8.14	-7.23	-6.48	-6.29	-5.95	-5.47	-4.77	-4.09	-3.86	-3.19	-3.28	-2.54	-2.70	-2.05	
1.2		-4.27	-4.18	9.31	-1.69	15.80	2.27	-5.00	2.57	-14.80	-11.68	-12.28	-13.25	-11.88	-11.90	-10.73	-9.40	-8.98	-8.33	-7.38	-6.49	-6.43	-6.01	-5.58	-4.84	-4.10	-3.92	-3.27	-3.31	-2.64	-2.74	-2.26	
1.1		-3.84	-4.71	8.09	-0.92	14.68	2.04	-5.26	2.15	-14.65	-11.94	-12.31	-13.47	-12.03	-12.18	-10.95	-9.62	-9.18	-8.58	-7.54	-6.70	-6.49	-6.11	-5.68	-4.95	-4.26	-4.01	-3.25	-3.35	-2.81	-2.73	-2.33	
1.0		-3.36	-3.79	7.58	-1.01	13.13	1.64	-5.42	1.64	-14.45	-12.11	-12.44	-13.86	-12.27	-12.33	-11.23	-9.77	-9.45	-8.91	-7.77	-6.75	-6.62	-6.37	-5.87	-5.01	-4.63	-4.08	-3.30	-3.49	-2.74	-2.84	-2.25	
0.9		-3.39	-3.43	7.09	-1.27	12.29	1.14	-5.67	1.24	-14.32	-12.30	-12.52	-14.31	-12.47	-12.57	-11.62	-9.98	-9.63	-9.00	-7.95	-6.99	-6.76	-6.49	-5.98	-5.18	-4.39	-4.02	-3.43	-3.49	-2.74	-2.82	-2.48	
0.8		-2.72	-3.76	6.40	-1.38	10.96	0.95	-5.89	0.63	-14.21	-12.73	-12.56	-14.75	-12.79	-12.92	-11.98	-10.28	-9.88	-9.30	-8.29	-7.12	-6.98	-6.61	-6.19	-5.31	-4.64	-4.20	-3.42	-3.49	-2.88	-2.85	-2.44	
0.7		-2.68	-3.18	5.65	-1.51	10.0	0.52	-6.17	0.16	-13.86	-13.08	-12.74	-15.17	-13.25	-13.18	-12.35	-10.52	-10.15	-9.58	-8.38	-7.22	-7.13	-6.76	-6.32	-5.31	-4.73	-4.15	-3.37	-3.59	-2.96	-2.90	-2.43	
0.6		-2.68	-3.12	5.01	-1.69	8.94	0.23	-6.51	-0.34	-13.70	-13.61	-13.04	-15.85	-13.73	-13.56	-12.82	-10.82	-10.39	-9.82	-8.65	-7.38	-7.25	-6.92	-6.47	-5.54	-4.77	-4.17	-3.49	-3.54	-2.93	-2.93	-2.50	
0.5		-2.37	-2.99	4.01	-1.74	7.90	-0.25	-6.83	-0.92	-13.55	-14.37	-13.39	-16.57	-14.36	-13.88	-13.31	-11.25	-10.60	-10.11	-8.87	-7.59	-7.32	-7.16	-6.65	-5.66	-4.79	-4.24	-3.44	-3.65	-3.01	-2.86	-2.70	
0.4		-2.31	-2.71	3.41	-1.73	6.66	-0.53	-7.45	-1.66	-13.42	-15.40	-14.07	-17.48	-15.20	-14.31	-13.88	-11.64	-10.79	-10.36	-9.08	-7.48	-7.54	-7.24	-6.89	-5.75	-4.85	-4.24	-3.49	-3.61	-3.13	-3.06	-2.82	
0.3		-2.46	-2.69	2.96	-2.0	5.58	-1.00	-8.16	-2.56	-13.33	-16.89	-15.05	-18.55	-16.28	-14.83	-14.46	-12.11	-11.08	-10.77	-9.43	-7.79	-7.68	-7.52	-7.11	-6.04	-5.01	-4.29	-3.55	-3.82	-3.04	-3.17	-2.88	
0.2		-3.15	-2.74	2.09	-2.02	4.44	-1.26	-9.64	-3.98	-13.43	-19.14	-16.94	-19.94	-17.67	-15.18	-15.11	-12.45	-11.13	-10.87	-9.61	-7.85	-7.90	-7.73	-7.40	-6.18	-5.41	-4.25	-3.84	-4.02	-2.89	-2.72	-2.67	




##### O/Fe #####

		0.5 	0.6 	0.7 	0.8 	0.9 	1.0 	1.1 	1.2 	1.3 	1.4 	1.6 	1.8 	2.0 	2.2 	2.4 	2.6 	2.8 	3.0 	3.2 	3.4 	3.6 	3.8 	4.0 	4.5 	5.0 	5.5 	6.0 	7.0 	8.0 	9.0 	10.0	

1.5		45.54	25.5	15.42	20.93	4.92	12.77	14.45	18.71	23.46	29.00	30.47	32.78	31.15	29.65	30.38	27.73	27.53	27.82	27.04	26.5	26.27	26.73	25.97	26.08	25.52	25.97	27.14	28.05	28.47	27.23	28.12	
1.4		45.56	25.51	15.58	20.86	5.05	12.90	14.42	18.72	23.75	29.37	30.88	33.35	31.39	29.77	30.49	27.73	27.47	27.76	27.09	26.34	26.88	26.55	26.03	25.43	25.72	26.38	26.36	27.16	27.35	27.43	28.67	
1.3		45.71	25.64	15.01	20.87	4.95	13.20	14.91	19.08	23.96	29.56	31.03	33.4	31.67	29.93	30.44	27.93	27.82	28.06	27.02	26.26	26.48	26.41	26.34	25.95	26.07	26.24	26.51	27.27	28.16	27.22	28.73	
1.2		45.65	25.79	15.88	20.47	5.06	12.96	14.75	19.26	24.21	30.00	31.61	33.82	31.80	30.03	30.60	28.12	27.91	28.09	27.28	26.92	26.62	26.89	26.49	26.38	26.69	26.68	26.43	27.24	27.23	27.40	27.01	
1.1		45.62	25.45	15.72	21.12	5.20	13.11	14.96	19.70	24.39	30.25	32.00	34.37	32.27	29.93	30.92	28.12	27.93	28.00	27.61	26.62	27.12	27.15	26.94	26.44	26.47	26.87	27.49	27.75	26.61	27.17	26.63	
1.0		45.74	25.96	15.89	21.33	5.13	13.38	15.12	19.93	24.62	30.71	32.27	34.62	32.63	30.31	31.18	28.39	27.92	27.56	27.39	27.20	27.30	26.81	26.78	26.94	24.70	26.81	27.58	26.54	27.43	25.64	28.23	
0.9		45.66	26.00	16.12	21.56	5.42	13.33	15.34	20.66	24.81	31.42	32.85	34.90	33.20	30.48	31.20	28.46	28.06	28.23	27.81	26.96	27.58	27.44	27.21	26.77	27.10	27.72	27.21	26.67	27.95	25.59	25.10	
0.8		45.79	25.87	16.44	21.54	5.56	13.80	15.69	20.94	24.98	31.90	33.72	35.48	33.84	30.46	31.28	28.67	28.04	28.25	27.15	27.29	27.51	27.55	27.40	27.38	26.53	27.03	27.04	26.52	25.87	25.35	26.34	
0.7		45.75	26.26	16.58	21.63	6.06	13.97	16.05	21.81	25.84	32.64	34.65	36.21	34.24	30.92	31.79	29.01	28.00	28.26	28.17	27.77	27.91	28.08	27.96	28.43	26.95	27.94	28.25	26.21	24.98	24.21	26.16	
0.6		45.79	26.32	16.83	21.82	6.48	14.34	16.45	22.95	26.40	33.69	35.59	36.60	34.94	30.97	32.03	29.44	28.01	28.57	28.06	27.62	28.57	28.29	27.90	27.82	27.58	28.41	27.27	26.83	23.62	22.98	24.59	
0.5		45.81	26.29	16.82	22.29	7.19	14.69	17.20	24.14	27.35	34.84	37.00	37.40	36.19	31.66	32.56	29.39	28.17	28.53	28.89	27.23	29.31	28.15	28.21	28.39	28.70	28.14	27.91	23.35	21.69	23.18	20.43	
0.4		45.64	26.70	17.48	23.05	7.66	15.73	17.97	26.02	28.67	36.30	38.49	38.11	37.33	31.99	32.50	30.17	28.53	28.77	29.42	29.90	28.57	29.27	28.53	28.83	27.56	28.06	27.04	26.47	15.65	19.07	17.96	
0.3		45.42	26.85	18.78	23.51	8.89	16.53	19.22	28.88	30.87	38.24	40.99	38.84	38.12	31.44	32.45	30.28	27.98	27.73	27.97	26.07	28.50	27.61	28.08	27.90	26.07	29.64	23.11	16.29	13.62	13.31	9.06	
0.2		44.20	26.77	20.03	24.78	11.3	19.52	20.31	33.70	34.85	39.65	45.17	38.20	39.63	32.86	32.80	31.86	27.04	27.71	26.16	23.58	24.31	25.25	24.80	26.53	20.53	21.19	14.40	10.31	6.56	9.38	3.43	




##### Mg/Fe #####

		0.5 	0.6 	0.7 	0.8 	0.9 	1.0 	1.1 	1.2 	1.3 	1.4 	1.6 	1.8 	2.0 	2.2 	2.4 	2.6 	2.8 	3.0 	3.2 	3.4 	3.6 	3.8 	4.0 	4.5 	5.0 	5.5 	6.0 	7.0 	8.0 	9.0 	10.0	

1.5		8.85	18.32	19.32	24.98	34.51	30.14	41.51	31.15	20.17	18.53	8.01	3.71	-2.00	-5.43	-5.58	-8.40	-7.73	-7.48	-7.43	-7.88	-8.83	-9.38	-10.77	-11.99	-13.51	-15.82	-15.09	-12.60	-8.08	-4.84	-3.23	
1.4		8.82	18.16	19.46	25.03	34.48	30.38	41.57	31.13	20.27	18.54	8.10	4.08	-1.94	-5.38	-5.77	-8.29	-7.90	-7.35	-7.46	-7.86	-8.31	-9.23	-10.82	-12.24	-14.01	-15.54	-15.81	-13.72	-8.56	-4.18	-1.66	
1.3		8.74	18.33	19.09	24.96	34.55	30.58	41.99	31.36	20.45	18.72	8.15	4.07	-1.77	-5.45	-5.63	-8.13	-7.84	-7.17	-7.19	-7.62	-8.46	-9.81	-10.18	-11.75	-13.70	-16.10	-15.74	-13.98	-7.56	-2.48	-0.15	
1.2		8.49	18.18	19.43	24.58	34.60	30.68	41.81	31.26	20.52	18.95	8.27	4.02	-1.94	-5.54	-5.49	-8.21	-7.66	-7.06	-6.85	-7.12	-8.09	-9.01	-10.26	-11.51	-13.49	-15.77	-15.34	-13.52	-7.51	-1.96	-0.79	
1.1		8.38	17.97	19.38	25.0	34.69	30.79	41.92	31.54	20.57	18.80	8.56	4.43	-1.96	-5.56	-5.33	-8.34	-7.52	-6.87	-6.48	-7.13	-7.75	-8.76	-9.70	-11.39	-14.2	-16.51	-15.89	-13.75	-7.42	0.18	0.26	
1.0		8.21	17.97	19.36	25.03	34.76	30.92	42.13	31.67	20.56	19.21	8.51	4.57	-1.83	-5.50	-5.22	-7.90	-7.55	-6.98	-6.28	-6.45	-7.24	-8.21	-9.99	-11.6	-15.37	-16.85	-16.77	-13.29	-5.01	-2.81	0.32	
0.9		7.90	17.98	19.44	24.96	35.19	31.14	42.19	32.06	20.68	19.52	8.82	4.65	-1.43	-5.40	-5.44	-7.88	-7.42	-5.92	-5.88	-6.11	-6.64	-8.47	-9.50	-11.74	-13.90	-16.58	-16.48	-13.25	-5.06	1.39	2.40	
0.8		7.67	17.67	19.42	25.06	35.41	31.47	42.46	32.09	20.60	19.92	9.07	5.00	-1.24	-5.85	-5.26	-8.02	-7.17	-6.02	-5.96	-5.53	-6.41	-7.56	-9.78	-11.4	-14.71	-17.52	-15.92	-13.54	-3.18	0.25	2.77	
0.7		7.28	17.51	19.37	25.28	35.64	31.65	42.85	32.48	20.93	20.43	9.54	5.27	-1.34	-5.98	-4.93	-7.33	-7.01	-5.55	-5.03	-4.32	-5.97	-6.85	-9.41	-9.47	-14.54	-17.37	-17.54	-11.26	-3.43	1.82	4.67	
0.6		6.70	17.20	19.34	25.21	36.17	32.24	43.04	32.81	21.11	21.13	9.95	5.59	-0.99	-6.04	-4.77	-6.95	-6.62	-5.21	-3.49	-3.62	-4.70	-5.25	-7.93	-10.09	-15.02	-18.82	-17.46	-13.74	-3.66	5.17	7.88	
0.5		6.04	16.70	19.17	25.27	36.59	32.48	43.77	33.25	21.50	21.94	10.29	6.89	-0.49	-6.07	-4.03	-6.79	-6.25	-3.08	-2.25	-1.68	-2.62	-4.65	-6.08	-10.4	-13.98	-19.27	-18.45	-10.53	-0.88	5.42	7.80	
0.4		4.94	16.25	19.10	25.59	37.26	33.38	44.16	34.04	21.95	23.38	11.77	7.68	0.28	-5.96	-3.75	-5.77	-4.65	-2.22	0.91	1.24	-0.99	-3.18	-6.78	-9.54	-14.04	-19.41	-17.89	-14.86	1.67	9.21	12.35	
0.3		3.29	15.07	19.17	25.43	38.46	34.25	45.57	35.42	22.24	25.86	13.35	9.07	1.50	-6.37	-3.04	-4.01	-3.51	0.44	3.33	4.27	1.23	1.72	-2.25	-8.01	-11.92	-21.13	-17.45	-4.29	2.87	14.15	8.16	
0.2		0.09	13.24	19.01	25.83	40.54	36.25	47.87	38.12	24.43	29.26	17.75	10.28	4.64	-6.04	0.63	0.72	2.09	7.35	9.28	11.56	6.40	3.73	-0.14	-4.58	-7.84	-16.69	-11.96	-2.93	4.82	21.00	2.56	




##### Si/Fe #####

		0.5 	0.6 	0.7 	0.8 	0.9 	1.0 	1.1 	1.2 	1.3 	1.4 	1.6 	1.8 	2.0 	2.2 	2.4 	2.6 	2.8 	3.0 	3.2 	3.4 	3.6 	3.8 	4.0 	4.5 	5.0 	5.5 	6.0 	7.0 	8.0 	9.0 	10.0	

1.5		-28.67	-14.72	-7.10	-6.65	-1.50	0.15	5.82	6.27	9.33	11.24	11.50	11.70	8.62	6.56	5.76	3.87	2.97	2.26	1.22	0.43	0.19	-0.31	-1.00	-0.72	-0.32	0.53	-0.10	-2.84	-6.66	-9.79	-9.74	
1.4		-28.83	-14.85	-7.06	-6.59	-1.51	0.08	5.80	6.19	9.37	11.16	11.42	11.66	8.64	6.50	5.88	3.84	2.92	2.21	1.22	0.45	0.11	-0.37	-1.02	-1.23	-0.27	0.79	-0.32	-2.61	-7.97	-10.29	-9.73	
1.3		-28.89	-14.94	-7.39	-6.73	-1.62	0.07	5.84	6.13	9.29	11.18	11.37	11.65	8.51	6.49	5.71	3.81	3.08	2.30	1.11	0.28	0.13	-0.47	-0.79	-0.85	0.04	1.28	0.06	-3.09	-7.79	-10.36	-10.52	
1.2		-29.21	-15.06	-7.30	-6.88	-1.66	0.01	5.68	6.03	9.25	11.17	11.29	11.68	8.52	6.37	5.64	3.76	2.97	2.32	1.13	0.26	0.06	-0.34	-0.91	-0.66	0.23	1.56	0.30	-2.95	-7.98	-11.23	-11.07	
1.1		-29.40	-15.32	-7.47	-6.82	-1.65	-0.02	5.66	6.00	9.15	11.12	11.26	11.74	8.46	6.20	5.70	3.75	3.13	2.28	1.07	0.05	0.12	-0.48	-0.84	-0.84	0.54	1.39	0.77	-3.44	-7.84	-11.36	-12.46	
1.0		-29.61	-15.37	-7.56	-6.89	-1.80	-0.04	5.62	5.89	9.06	11.09	11.09	11.75	8.46	6.26	5.68	3.76	3.06	2.17	1.08	-0.13	0.11	-0.47	-0.62	-0.7	0.39	1.99	1.47	-3.15	-8.36	-11.23	-11.08	
0.9		-30.08	-15.57	-7.79	-7.03	-1.91	-0.18	5.61	5.79	8.95	11.09	11.00	11.79	8.34	6.21	5.61	3.84	2.91	2.11	0.96	-0.12	-0.02	-0.41	-0.92	-0.56	0.71	3.05	1.06	-3.06	-9.74	-13.07	-12.24	
0.8		-30.52	-15.86	-8.00	-7.17	-2.03	-0.13	5.48	5.59	8.77	11.06	11.03	11.96	8.49	5.98	5.68	3.70	2.91	1.93	0.86	-0.36	0.03	-0.49	-0.86	-0.44	1.11	3.13	2.00	-2.36	-8.79	-13.61	-12.64	
0.7		-30.94	-16.18	-8.14	-7.40	-2.18	-0.27	5.33	5.48	8.75	11.13	10.88	12.10	8.35	5.97	5.77	3.82	2.80	2.23	0.81	-0.32	0.08	-0.01	-0.59	0.25	1.96	4.17	3.21	-1.64	-10.48	-14.51	-15.04	
0.6		-31.81	-16.59	-8.53	-7.59	-2.34	-0.40	5.33	5.26	8.54	11.1	10.75	12.27	8.44	5.89	5.98	4.07	3.02	2.38	0.86	-0.52	0.10	0.23	-0.42	0.62	2.97	5.40	4.31	-2.92	-12.20	-17.39	-14.42	
0.5		-32.71	-17.43	-9.06	-7.84	-2.64	-0.75	5.18	4.92	8.37	11.3	10.59	12.69	8.79	5.95	6.08	4.14	3.27	2.52	1.31	-1.03	0.35	-0.29	-0.26	1.17	3.74	7.12	5.81	-2.53	-12.57	-17.18	-12.50	
0.4		-33.97	-18.23	-9.91	-8.28	-3.06	-0.97	4.92	4.49	8.01	11.83	10.73	13.19	9.24	5.79	6.34	4.30	3.36	3.13	1.15	-0.66	0.33	0.47	-0.79	1.54	6.20	8.70	7.81	-3.10	-11.91	-18.89	-12.90	
0.3		-36.10	-19.60	-10.85	-9.42	-3.72	-1.43	4.80	3.92	7.60	12.7	11.06	14.57	10.18	5.37	7.01	5.42	4.43	3.93	1.51	-1.56	0.53	0.35	0.80	3.06	8.54	11.72	8.72	-1.04	-14.14	-17.75	-4.07	
0.2		-39.54	-22.33	-13.38	-11.02	-4.95	-2.46	4.63	3.05	7.02	14.74	12.38	16.31	11.79	5.68	8.57	7.68	6.42	5.46	2.61	-1.98	0.39	2.70	2.33	4.33	10.94	18.25	13.5	1.16	-0.96	-16.69	2.87	




##### S/Fe #####

		0.5 	0.6 	0.7 	0.8 	0.9 	1.0 	1.1 	1.2 	1.3 	1.4 	1.6 	1.8 	2.0 	2.2 	2.4 	2.6 	2.8 	3.0 	3.2 	3.4 	3.6 	3.8 	4.0 	4.5 	5.0 	5.5 	6.0 	7.0 	8.0 	9.0 	10.0	

1.5		-54.67	-33.49	-22.73	-16.63	-8.11	-2.56	8.04	7.45	16.70	18.20	20.67	23.24	20.96	19.64	18.48	15.45	14.68	14.23	12.70	11.37	10.74	9.97	9.31	8.53	6.93	6.64	7.74	10.66	8.86	7.00	1.51	
1.4		-56.08	-34.03	-22.75	-16.86	-8.35	-2.69	8.18	7.18	16.67	18.12	20.58	23.28	20.78	19.50	18.40	15.44	14.58	13.95	12.51	11.47	10.52	9.80	9.17	8.21	6.63	6.66	7.23	10.65	9.18	6.17	1.32	
1.3		-55.10	-34.39	-23.34	-16.97	-8.54	-2.76	8.13	7.05	16.52	17.93	20.32	23.25	20.72	19.36	18.23	15.22	14.52	13.84	12.51	10.92	10.47	9.77	8.95	8.39	6.76	6.50	7.75	10.88	10.80	5.93	1.20	
1.2		-55.21	-34.50	-23.29	-17.51	-8.76	-3.06	7.70	6.84	16.44	17.99	20.28	23.16	20.63	19.29	18.29	14.99	14.46	13.57	12.42	11.09	10.45	9.60	8.68	8.30	6.75	6.78	7.12	11.57	10.71	6.85	-0.53	
1.1		-56.24	-34.95	-23.73	-17.62	-9.07	-2.99	7.38	6.78	16.25	17.91	20.09	23.23	20.47	19.32	18.33	14.82	13.98	13.56	12.23	11.08	10.32	9.29	8.82	8.15	6.46	6.43	7.61	11.59	10.98	8.09	-0.34	
1.0		-56.91	-34.99	-24.03	-17.45	-9.66	-3.32	7.53	6.42	16.07	17.83	19.70	23.27	20.53	19.19	18.21	14.74	14.12	13.39	12.04	10.69	10.53	9.49	8.35	8.15	6.16	6.46	7.78	12.19	11.67	7.35	-0.19	
0.9		-57.63	-35.61	-24.83	-18.17	-9.39	-3.60	7.05	6.00	15.81	17.80	19.49	23.28	20.32	19.10	17.91	14.54	13.84	13.39	12.05	10.66	10.06	8.93	8.60	8.06	7.37	6.45	8.06	13.02	12.94	7.84	-0.38	
0.8		-58.19	-37.09	-25.28	-18.40	-10.07	-4.03	6.92	5.80	15.33	17.75	19.36	23.33	20.24	18.77	17.81	14.35	13.58	13.46	11.46	10.73	9.87	9.53	8.63	7.57	6.10	5.94	8.76	13.89	12.41	9.23	-0.65	
0.7		-59.46	-37.19	-26.26	-19.02	-10.68	-4.38	6.58	5.19	15.12	17.85	19.08	23.35	20.11	18.83	17.96	14.28	13.37	13.26	11.78	10.30	9.94	9.35	8.91	8.71	6.47	5.85	8.94	12.99	14.99	10.45	0.02	
0.6		-61.01	-38.78	-26.82	-19.29	-10.87	-4.74	6.36	4.46	14.55	17.83	18.63	23.49	20.16	18.78	17.91	14.05	13.56	13.06	12.12	10.20	10.23	9.42	9.10	8.16	6.73	5.50	9.48	17.36	15.54	11.53	2.95	
0.5		-63.35	-39.87	-28.48	-20.27	-12.10	-5.47	5.52	3.50	14.11	18.08	18.07	24.00	20.36	18.98	18.33	14.21	13.27	13.25	12.04	10.71	10.67	9.65	8.80	8.34	6.66	5.78	9.80	16.24	16.44	9.99	-1.31	
0.4		-66.34	-42.12	-30.30	-21.44	-13.38	-6.55	4.77	2.16	12.96	18.48	17.58	24.77	20.41	18.95	18.33	14.17	13.56	13.56	12.65	10.70	10.89	9.40	9.05	8.43	6.89	6.13	10.83	20.16	17.02	7.69	-0.08	
0.3		-71.03	-46.58	-33.96	-24.10	-15.47	-8.25	3.58	0.18	11.59	19.43	17.16	25.53	22.00	18.96	19.45	14.35	12.68	14.13	13.29	11.11	11.11	10.25	8.45	7.96	8.10	3.06	8.68	14.40	15.87	8.82	1.62	
0.2		-79.83	-53.13	-39.56	-28.44	-18.93	-11.68	2.21	-3.17	9.22	21.82	18.41	27.26	24.20	20.58	22.50	16.78	13.39	16.34	13.81	11.39	12.26	11.12	9.54	10.03	6.77	1.99	12.75	12.97	4.58	8.08	4.11	










########## XMM-Newton: EPIC pn ##########
#########################################



##### kT #####

		0.5 	0.6 	0.7 	0.8 	0.9 	1.0 	1.1 	1.2 	1.3 	1.4 	1.6 	1.8 	2.0 	2.2 	2.4 	2.6 	2.8 	3.0 	3.2 	3.4 	3.6 	3.8 	4.0 	4.5 	5.0 	5.5 	6.0 	7.0 	8.0 	9.0 	10.0	

1.5		17.48	11.95	8.76	7.02	7.02	5.55	6.09	7.26	4.10	6.96	5.24	5.81	4.76	4.29	4.61	3.42	3.82	3.97	3.38	2.80	3.32	3.36	2.93	2.55	2.32	1.15	1.80	0.39	0.86	0.24	0.74	
